id,country_iso2,country,provider,provider_type,provider_role,product,method,channel,pricing_model,pricing_model_code,variable_pct_basis,variable_pct_min,variable_pct_max,fixed_fee_min,fixed_fee_max,minimum_fee,fee_currency,monthly_fee,monthly_currency,monthly_fee_mode,non_transaction_fees,card_schemes,card_profile,all_in_complete,tax_treatment,reference_transaction_eur,fee_reference_min_czk,fee_reference_max_czk,effective_reference_min_pct,effective_reference_max_pct,condition,source_url,verification,verification_state,verification_scope,price_verified_on,monitoring_level,source_status,source_checked_at,source_last_attempt_at,source_last_attempt_status
AT-unzer-ecommerce-card-registry,AT,Rakousko,Unzer,PSP,psp,E-Commerce Payment – Visa/MC,card,ecommerce,From,from,provider_published,1.5,1.5,0.2,0.2,,EUR,19,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 19, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}, {""kind"": ""activation"", ""amount"": 149, ""currency"": ""EUR"", ""interval"": ""one_off""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,13.9104,13.9104,2.88,2.88,"Veřejná standardní sazba od 1,50 % + 0,20 EUR, služba od 19 EUR měsíčně a zřízení 149 EUR.",https://www.unzer.com/en/pricing-information/,ručně ověřeno na oficiálním evropském ceníku Unzer a rakouské produktové stránce 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
AT-volt-a2a-registry,AT,Rakousko,Volt,A2A poskytovatel,a2a_provider,A2A převod,a2a,online,Individual,individual,not_applicable,,,,,,EUR,0,EUR,additional,[],[],not_applicable,False,included_or_not_applicable,20.0,,,,,Oficiální EU smlouva stanoví processing a transaction fees v individuálním Order Form; veřejná jednotná sazba není.,https://www.volt.io/legal/eu-msa/,ručně ověřena A2A služba a smluvní cenový model v oficiální EU smlouvě 20. 8. 2026,verified_manual,service_or_role,2026-08-20,manual,manual,,,not_attempted
BE-adyen-visa-mastercard-markup-card,BE,Belgie,Adyen,Acquirer,acquirer,EEA spotřebitelská debetní karta (IC++ srovnávací odhad),card,online,IC++,icpp,provider_published,0.6,0.6,0.11,0.11,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,False,included_or_not_applicable,20.0,7.926,8.1917,1.641,1.696,"Publikovaná cena je 0,60 % + zpracovatelský poplatek. Srovnávací sazba používá 0,20 % interchange a EEA Visa/Mastercard debit benchmark včetně procentní a pevné scheme složky.",https://www.adyen.com/pricing,auto-checked by country (Adyen pricing + payment-method API),verified_automated,price,2026-08-31,price_parser,ok,2026-08-31T11:11:33+00:00,2026-08-31T11:11:33+00:00,ok
BE-axeptabnpparibasfortis-card-registry,BE,Belgie,Axepta BNP Paribas Fortis,Acquirer,acquirer,Flex – debetní karty,card,pos,Blended,blended,provider_published,0.75,0.75,0,0,,EUR,29,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 29, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,6.4239,6.4239,1.33,1.33,Flex zahrnuje nájem terminálu a servisní smlouvu; transakční poplatky se účtují navíc podle typu karty.,https://www.axeptabnpparibas.be/fr/devenir-client/,ručně ověřeno na oficiální belgické nabídkové stránce Axepta 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
BE-axepta-credit-card,BE,Belgie,Axepta BNP Paribas Fortis,Acquirer,acquirer,Flex – kreditní karty,card,pos,Blended,blended,provider_published,1.99,1.99,0,0,,EUR,29,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 29, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,12.4131,12.4131,2.57,2.57,Flex zahrnuje nájem terminálu a servisní smlouvu; transakční poplatky se účtují navíc podle typu karty.,https://www.axeptabnpparibas.be/fr/devenir-client/,ručně ověřeno na oficiální belgické nabídkové stránce Axepta 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
BE-ccv-bancontact-card,BE,Belgie,CCV,PSP,psp,Bancontact 1–99 transactions,card,online,Fixed,blended,provider_published,0,0,0.24,0.24,,EUR,0,EUR,additional,[],"[""national""]",unspecified,True,included_or_not_applicable,20.0,5.796,5.796,1.2,1.2,,https://www.ccv.eu/be-nl/betaaloplossingen/transactieverwerking/tarieven,ručně ověřeno na oficiálním ceníku CCV Belgium 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
BE-ccv-visa-mastercard-card,BE,Belgie,CCV,PSP,psp,EEA consumer Visa/Mastercard credit,card,online,Blended,blended,provider_published,1.25,1.25,0,0,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,6.0375,6.0375,1.25,1.25,,https://www.ccv.eu/be-nl/betaaloplossingen/transactieverwerking/tarieven,ručně ověřeno na oficiálním ceníku CCV Belgium 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
BE-europabank-card-registry,BE,Belgie,Europabank,Acquirer,acquirer,E-commerce – EEA spotřebitelské Visa/Mastercard,card,online,Blended range,blended,provider_published,2.0,2.1,0,0,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,9.66,10.143,2.0,2.1,"Online sazba: základ 1,10 % pro regulované debitní karty nebo 1,20 % pro kreditní karty + veřejný e-commerce/MO-TO příplatek 0,90 p. b.",https://www.europabank.be/nl/download/standaardtarieven,ručně ověřeno v oficiálním standardním merchant tarifu Europabank 2026/3 dne 25. 8. 2026,verified_manual,price,2026-08-25,manual,manual,,,not_attempted
BE-mollie-bancontact-a2a,BE,Belgie,Mollie,PSP,psp,Bancontact bank transfer,a2a,online,Fixed,blended,provider_published,0,0,0.39,0.39,,EUR,0,EUR,additional,[],[],not_applicable,True,included_or_not_applicable,20.0,9.4185,9.4185,1.95,1.95,,https://www.mollie.com/be/pricing,ručně ověřeno na oficiálním ceníku Mollie Belgium 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
BE-mollie-visa-mastercard-card,BE,Belgie,Mollie,PSP,psp,EEA consumer Visa/Mastercard,card,online,Blended,blended,provider_published,1.8,1.8,0.25,0.25,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,14.7315,14.7315,3.05,3.05,,https://www.mollie.com/be/pricing,ručně ověřeno na oficiálním ceníku Mollie Belgium 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
BE-worldline-a2a,BE,Belgie,Worldline,Acquirer,acquirer,Bank Transfer by Worldline,a2a,ecommerce,Blended,blended,provider_published,0.35,0.35,0,0,0.15,EUR,0,EUR,additional,"[{""kind"": ""activation"", ""amount"": 0, ""currency"": ""EUR"", ""interval"": ""one_off""}]",[],not_applicable,True,included_or_not_applicable,20.0,3.6225,3.6225,0.75,0.75,"Veřejná sazba 0,35 %, minimálně 0,15 EUR za transakci.",https://worldline.com/nl-be/home/main-navigation/solutions/merchants/all-in-one-solutions/online-payments/worldline-pay-by-link,ručně ověřeno v oficiálním ceníku Worldline Belgium 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
BE-worldlinebelgium-card-registry,BE,Belgie,Worldline,Acquirer,acquirer,Link/2500 – Visa/MC,card,pos,Blended,blended,provider_published,1.4,1.4,0.1,0.1,,EUR,0,EUR,additional,"[{""kind"": ""terminal_purchase"", ""amount"": 99, ""currency"": ""EUR"", ""interval"": ""one_off""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,9.177,9.177,1.9,1.9,"Veřejná all-in-one nabídka s jednorázovou cenou terminálu 99 EUR; domácí debetní schémata mají 0,13 EUR za transakci.",https://worldline.com/nl-be/home/main-navigation/solutions/merchants/all-in-one-solutions/in-store/link2500-promo-medical,ručně ověřeno na oficiální belgické produktové stránce Worldline 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
BE-worldline-domestic-debit-card,BE,Belgie,Worldline,Acquirer,acquirer,Link/2500 – domácí debetní schémata,card,pos,Fixed,blended,provider_published,0,0,0.13,0.13,,EUR,0,EUR,additional,"[{""kind"": ""terminal_purchase"", ""amount"": 99, ""currency"": ""EUR"", ""interval"": ""one_off""}]","[""national""]",unspecified,True,included_or_not_applicable,20.0,3.1395,3.1395,0.65,0.65,Veřejná all-in-one nabídka s jednorázovou cenou terminálu 99 EUR.,https://worldline.com/nl-be/home/main-navigation/solutions/merchants/all-in-one-solutions/in-store/link2500-promo-medical,ručně ověřeno na oficiální belgické produktové stránce Worldline 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
BG-adyen-visa-mastercard-markup-card,BG,Bulharsko,Adyen,Acquirer,acquirer,EEA spotřebitelská debetní karta (IC++ srovnávací odhad),card,online,IC++,icpp,provider_published,0.6,0.6,0.11,0.11,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,False,included_or_not_applicable,20.0,7.926,8.1917,1.641,1.696,"Publikovaná cena je 0,60 % + zpracovatelský poplatek. Srovnávací sazba používá 0,20 % interchange a EEA Visa/Mastercard debit benchmark včetně procentní a pevné scheme složky.",https://www.adyen.com/pricing,auto-checked by country (Adyen pricing + payment-method API),verified_automated,price,2026-08-31,price_parser,ok,2026-08-31T11:11:33+00:00,2026-08-31T11:11:33+00:00,ok
BG-ccb-virtual-pos-card,BG,Bulharsko,Central Cooperative Bank,Acquirer,acquirer,Virtual POS,card,online,Individual,individual,not_applicable,,,,,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,False,included_or_not_applicable,20.0,,,,,,https://www.ccbank.bg/en/corporate-clients/become-a-partner-of-ccb/virtual-pos-terminals,ověřena přímá virtual-POS nabídka; banka připravuje cenovou nabídku 19. 8. 2026,verified_manual,service_or_role,2026-08-19,manual,manual,,,not_attempted
BG-clearhaus-ic-merchant-acquiring-card,BG,Bulharsko,Clearhaus,Acquirer,acquirer,Lokálně vydané spotřebitelské karty (domestic),card,online,Blended,blended,provider_published,1.45,1.45,0,0,0.2,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,7.0035,7.0035,1.45,1.45,,https://www.clearhaus.com/pricing/,"ověřeno přímým fetchem primárního zdroje (srpen 2026) - % jistý, přesná lokální min. částka aproximovaná",verified_manual,price,2026-08-12,source_monitor,manual,2026-08-31T11:11:33+00:00,2026-08-31T11:11:33+00:00,ok
BG-clearhaus-ic-merchant-acquiring-intl-card,BG,Bulharsko,Clearhaus,Acquirer,acquirer,Zahraničně vydané / podnikatelské karty (foreign),card,online,Blended,blended,provider_published,2.75,2.75,0,0,0.4,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,13.2825,13.2825,2.75,2.75,,https://www.clearhaus.com/pricing/,"ověřeno přímým fetchem primárního zdroje (srpen 2026) - % jistý, přesná lokální min. částka aproximovaná",verified_manual,price,2026-08-12,source_monitor,manual,2026-08-31T11:11:33+00:00,2026-08-31T11:11:33+00:00,ok
BG-dsk-virtual-pos-card,BG,Bulharsko,DSK Bank,Acquirer,acquirer,Virtual POS,card,online,Individual,individual,not_applicable,,,,,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,False,included_or_not_applicable,20.0,,,,,"Aktuální oficiální firemní sazebník označuje provizi za fyzický i virtuální POS výslovně jako individuálně sjednávanou; 1,20 % z FAQ je pouze ilustrativní příklad, ne tarif.",https://dskbank.bg/docs/default-source/%D1%82%D0%B0%D1%80%D0%B8%D1%84%D0%B0-%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%BA%D0%BB%D0%B8%D0%B5%D0%BD%D1%82%D0%B8/tariff-for-business-clients.pdf,ručně ověřeno v aktuálním oficiálním sazebníku DSK Bank 20. 8. 2026,verified_manual,service_or_role,2026-08-20,manual,manual,,,not_attempted
BG-fibank-virtual-pos-card,BG,Bulharsko,Fibank,Acquirer,acquirer,Virtual POS,card,online,Not public,not_public,not_applicable,,,,,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,False,included_or_not_applicable,20.0,,,,,"Banka zveřejňuje preferenční, nikoli univerzální merchant sazbu.",https://www.fibank.bg/en/business/pos-terminals-for-your-business/virtual-pos-terminal,ověřena přímá virtual-POS acquiringová nabídka banky 19. 8. 2026,verified_manual,service_or_role,2026-08-19,manual,manual,,,not_attempted
BG-icard-local-merchant-acquiring-acceptance-card,BG,Bulharsko,iCard,Acquirer,acquirer,Merchant acquiring / online card acceptance,card,online,Individual,individual,not_applicable,,,,,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,False,included_or_not_applicable,20.0,,,,,"iCard potvrzuje procentní a pevnou složku, ale konkrétní tarif přizpůsobuje obchodníkovi, typu a původu karty; číslo proto nevymýšlím.",https://partner.icard.com/en/help/pos/bundle-application-for-icard-physical-terminal-with-a-business-account/how-many-different-tariffs-can-i-offer-to-my-clients-and-how-are-they-structured,ověřena acquiringová role a individuální cenový model v oficiálním FAQ 18. 8. 2026,verified_manual,service_or_role,2026-08-18,manual,manual,,,not_attempted
BG-mollie-eea-consumer-cards-card,BG,Bulharsko,Mollie,PSP,psp,EEA consumer cards (Card),card,online,Blended,blended,provider_published,1.8,1.8,0.25,0.25,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,14.7315,14.7315,3.05,3.05,,https://www.mollie.com/pricing,ručně ověřeno na aktuální oficiální cenové stránce Mollie dne 25. 8. 2026,verified_manual,price,2026-08-25,source_monitor,seeded,2026-08-31T11:11:33+00:00,2026-08-31T11:11:33+00:00,ok
BG-mypos-local-merchant-acquiring-acceptance-card-amex,BG,Bulharsko,myPOS,Acquirer,acquirer,Online American Express,card,online,Blended,blended,provider_published,2.5,2.5,0.1,0.1,,EUR,0,EUR,additional,[],"[""amex""]",all,True,included_or_not_applicable,20.0,14.49,14.49,3.0,3.0,American Express podle oficiálního bulharského ceníku myPOS.,https://www.mypos.com/bg-bg/pricing-and-fees,ručně ověřeno v bulharské lokální verzi ceníku myPOS 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
BG-mypos-local-merchant-acquiring-acceptance-card,BG,Bulharsko,myPOS,Acquirer,acquirer,Online EEA spotřebitelské karty,card,online,Blended,blended,provider_published,1.3,1.3,0.1,0.1,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",commercial,True,included_or_not_applicable,20.0,8.694,8.694,1.8,1.8,"American Express 2,50 % + 0,10 EUR; ostatní spotřebitelské a firemní karty 2,90 % + 0,10 EUR.",https://www.mypos.com/bg-bg/pricing-and-fees,ručně ověřeno v bulharské lokální verzi ceníku myPOS 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
BG-paynetics-card-acquiring,BG,Bulharsko,Paynetics,Acquirer,acquirer,Online card acquiring,card,online,Individual,individual,not_applicable,,,,,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,False,included_or_not_applicable,20.0,,,,,"Paynetics je bulharský regulovaný acquirer a technický partner; nabízí bespoke řešení připravené individuálně, nikoli veřejnou jednotnou merchant sazbu.",https://www.paynetics.digital/card-acquiring/,acquiringová role a individuální cenový model ověřeny na oficiální produktové stránce Paynetics 20. 8. 2026,verified_manual,service_or_role,2026-08-20,manual,manual,,,not_attempted
BG-paypal-guest-card,BG,Bulharsko,PayPal,PSP,psp,Card-funded payment without PayPal account,card,online,Blended,blended,provider_published,1.9,1.9,0.35,0.35,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,17.6295,17.6295,3.65,3.65,Bulharsko je v regionálním ceníku; srovnávací profil používá platbu přijatou v EUR.,https://www.paypal.com/cz/business/paypal-business-fees,ručně ověřeno v oficiálním ceníku PayPal 25. 8. 2026,verified_manual,price,2026-08-25,manual,manual,,,not_attempted
BG-paypercut-eea-consumer-card,BG,Bulharsko,Paypercut,PSP,psp,EEA spotřebitelské Visa/Mastercard,card,online,Blended,blended,provider_published,1.29,1.29,0.1,0.1,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,8.6457,8.6457,1.79,1.79,"Ostatní karty 2,69 % + 0,10 EUR; bez aktivace, měsíčního minima a podpůrného paušálu. Paypercut je technická SaaS platforma, regulované platební služby poskytují Paynetics AD a Embed BV.",https://paypercut.com/pricing,ručně ověřeno na oficiální cenové stránce a v právním vysvětlení rolí 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
BG-postbank-virtual-pos-card,BG,Bulharsko,Postbank,Acquirer,acquirer,Virtual POS,card,online,Individual,individual,not_applicable,,,,,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,False,included_or_not_applicable,20.0,,,,,Aktuální firemní sazebník uvádí Virtual POS a merchant fee jako sjednávané individuálně.,https://www.postbank.bg/-/media/2026_01_01_Tariff_Corporates_EN.pdf,ověřeno v oficiálním firemním sazebníku Postbank 18. 8. 2026,verified_manual,service_or_role,2026-08-18,manual,manual,,,not_attempted
BG-revolut-pay-by-bank-a2a,BG,Bulharsko,Revolut,Acquirer,acquirer,Revolut Pay – A2A od retail zákazníka,a2a,online,Blended,blended,provider_published,1.0,1.0,0.2,0.2,,EUR,0,EUR,additional,[],[],not_applicable,True,included_or_not_applicable,20.0,9.66,9.66,2.0,2.0,"Revolut Pay Account-to-account od retail zákazníka; Business/Pro zákazník 2,8 % + lokální fixní poplatek.",https://www.revolut.com/en-CZ/legal/business-basic-fees/,ručně ověřeno v oficiálním ceníku Revolut Business 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
BG-revolut-merchant-eea-consumer-cards-card-amex,BG,Bulharsko,Revolut,Acquirer,acquirer,Online American Express,card,online,Blended,blended,provider_published,1.7,1.7,0.2,0.2,,EUR,0,EUR,additional,[],"[""amex""]",all,True,included_or_not_applicable,20.0,13.041,13.041,2.7,2.7,American Express; stejný lokální fixní poplatek jako v oficiálním country ceníku.,https://www.revolut.com/en-CZ/legal/business-basic-fees/,ručně ověřeno v oficiálním ceníku Revolut Business 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
BG-revolut-merchant-eea-consumer-cards-card,BG,Bulharsko,Revolut,Acquirer,acquirer,Online EEA spotřebitelské karty,card,online,Blended,blended,provider_published,1.0,1.0,0.2,0.2,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,9.66,9.66,2.0,2.0,"American Express 1,7 % + lokální fixní poplatek; ostatní karty 2,8 % + lokální fixní poplatek.",https://www.revolut.com/en-CZ/legal/business-basic-fees/,ručně ověřeno v oficiálním ceníku Revolut Business 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
BG-stripe-standard-eea-consumer-cards-card,BG,Bulharsko,Stripe,PSP,psp,Standard EEA consumer cards (Card),card,online,Blended,blended,provider_published,1.5,1.5,0.25,0.25,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,13.2825,13.2825,2.75,2.75,,https://stripe.com/bg/pricing,ručně ověřeno na aktuální oficiální cenové stránce Stripe dne 25. 8. 2026,verified_manual,price,2026-08-25,source_monitor,seeded,2026-08-31T11:11:33+00:00,2026-08-31T11:11:33+00:00,ok
BG-sumup-online-card,BG,Bulharsko,SumUp,PSP,psp,Online platby,card,online,Blended,blended,provider_published,2.5,2.5,0,0,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,12.075,12.075,2.5,2.5,,https://www.sumup.com/bg-bg/tseni/,ručně ověřeno v bulharském ceníku SumUp 19. 8. 2026,verified_manual,price,2026-08-19,manual,manual,,,not_attempted
